"DSNUM","NAME","Lat","Long","Coordinate_System","USGS_ID","HUC","METHOD_SOURCE","Data_Source","ECOREGION","STATE","Surface_Area_acres","DRAIN_SQMILE","NET_SED_CONTRIB_SQMILE","SEDI_RATE_MEAN_ACFT_YR","Sed_Yield_m_yr","Sed_Yield_mm_yr","Sed.Rate..mm.yr.","slope_calc","forest_calc","crops_calc"
"24007","SPRING LAKE",403017,904313,"",".",".","1","RESSED","8.2","IL",84.3,"20.2",20.1,14.2254902,"0.000337057",0.33705714,51.4,1.01975718447555,13.87,71.64
"45060","BIG CANEY NO. 41A",372152,962516,"",".",".","7","RESSED","9.4","KS",212.6,"7.64",7.31,4.176470588,"0.000272097",0.272097404,6,2.55941760265734,10.46,0.59
"51022","LORING LAKE",313606,933527,"","08024160","12010004","1","RESSED","8.3","LA",64,"1.05",0.95,1.538461538,"0.00077125",0.771250371,7.3,2.1475854282985,71.98,0
"51041","EAST KEECHI CREEK WATERSHED, SITE NO. 1",330417,980651,"",".",".","7","RESSED","9.4","TX",166.35,"6.63",6.37,3.008849558,"0.000224954",0.224953829,5.5,2.07320193237309,33.51,0.42
"24049","VIRGINIA RESERVOIR",395807,901226,"",".",".","1","RESSED","8.2","IL",18.7,"0.828",0.799,2.235294118,"0.001332356",1.332355883,36.4,3.49071718523268,41.79,29.6
"19062","SUTTON LAKE",383943,804134,"","03195400","05050007","7","RESSED","8.4","WV",3880,"537",530.9,85.34883721,"7.65627E-05",0.076562698,6.7,18.6598254917591,93.3,0
"76018","DECHENNE",470600,1173900,"",".",".","3","RESSED","10.1","WA",0.34,"1.14",1.14,1.2,"0.000501313",0.501312741,1075.8,6.63369782823472,0.05,90.73
"46021","O.F. SCOTT PONDS",351917,975024,"",".",".","1","RESSED","9.4","OK",4.54,"1.8",1.79,0.399285714,"0.000106234",0.106233891,26.8,0.527106300430244,1.08,79.54
"31003","L.H. FUELLING",403259,952018,"",".",".","1","RESSED","9.2","MO",4.93,"1.05",1.04,3.580612245,"0.001639669",1.639669436,221.4,3.52496595566628,0.88,88.51
"33018","FRANK RUDA STOCKWATER DAM",393800,1010220,"",".",".","1","RESSED","9.4","KS",1.96,"1.28",1.28,0.2,"7.44136E-05",0.07441361,31.1,0.888013471929432,0,80.28
"60048","WELLICK TANK",335630,1124756,"",".",".","1","RESSED","10.2","AZ",11.4,"0.79",0.77,0.121527778,"7.51653E-05",0.075165263,3.2,3.49071718523268,0,0
"70041","EAGLE DEBRIS BASIN",341406,1181412,"",".",".","1","RESSED","11.1","CA",NA,"0.61",0.61,2.257279236,"0.001762332",1.762332295,NA,18.5466028764083,2.91,0
"36009","THEOBALD MAIN",422347,955728,"",".",".","1","RESSED","9.2","IA",11.3,"0.483",0.442,4.243333333,"0.004572116",4.572115865,114.5,4.66499986874695,0.67,75.71
"63009","WEST TWIN (2-A)",391940,1085634,"","09161000","14010005","1","RESSED","10.1","CO",1.26,"0.148",0.148,0.3665,"0.001179355",1.17935516,88.7,2.90812570996424,0,0
"4003","GRIFFIN",412947,753953,"WGS84",".",".","7","RESSED","5.3","PA",110,"3.21",3.04,0.718336484,"0.000112535",0.11253476,2,4.76174499762108,42.23,0
"24058","SCRIPPS PARK",400642,903450,"",".",".","1","RESSED","8.3","IL",3.59,"0.98",0.97,0.180188679,"8.84684E-05",0.088468388,15.3,1.43782216904137,15,49.09
"22013","BURT LAKE",410626,842509,"","410626084250800","04100007","1","RESSED","8.2","OH",10.75,"0.76",0.74,0.835714286,"0.000537847",0.537846633,23.7,2.61659655855032,14.29,14.29
"7015","LEXINGTON (N.C.)",355130,801253,"WGS84",".",".","1","RESSED","8.3","NC",55,"6.75",6.66,2.740506329,"0.00019597",0.1959697,15.2,3.07383096996881,41.55,3.54
"35015","ALFRED LAGE",415703,950555,"",".",".","1","RESSED","9.2","IA",2.35,"0.184",0.182,0.27,"0.00070652",0.706520429,35,3.37653671341909,0,89.93
"6002","FRANKLINTON RESERVOIR",360622,782823,"WGS84",".",".","1","RESSED","8.3","NC",5.8,"1.13",1.12,0.571428571,"0.000242983",0.242983216,30,3.41650297939469,43.11,0
"63002","BADGER WASH WEST TWIN (2A)",391940,1085634,"",".",".","1","RESSED","10.1","CO",1.39,"0.167",0.165,0.489873418,"0.001413944",1.413944222,107.4,2.90812570996424,0,0
"31072","WALNUT CREEK W-2",395329,953726,"",".",".","1","RESSED","9.2","KS",27.24,"0.77",0.63,1.458646617,"0.001102661",1.102660678,16.3,2.43360610072012,7.12,78.22
"35044","ROWHER RESERVOIR",412720,960133,"",".",".","5","RESSED","9.2","NE",1.58,"0.3",0.298,1.06875,"0.001708017",1.708017089,206.2,3.19379247128966,7.33,22.14
"72029","LAZY CREEK",390638,1232908,"",".",".","1","RESSED","7.1","CA",2.16,"0.666",0.663,0.62,"0.000445359",0.445359283,87.5,11.1169809968665,33.08,0.12
"5004","GREENBELT LAKE",390007,765327,"WGS84",".",".","1","RESSED","8.3","MD",23.2,"0.82",0.79,1.818181818,"0.001096081",1.096080792,23.9,2.57657183026883,6.08,0
"4015","COATSVILLE RESERVOIR",400018,755111,"WGS84","1480465","02040205","1","RESSED","8.3","PA",61,"5",NA,1.394285714,"",NA,7,3.24519602536765,29.11,19.29
"32051","SCHURLE POND",392353,970051,"",".",".","1","RESSED","9.4","KS",22.3,"0.73",0.67,0.392708333,"0.000279144",0.279143592,5.4,1.30611748022671,0.62,68.93
"45030","HERBERT NILES POND",382500,955110,"",".",".","5","RESSED","9.2","KS",NA,"0.194",0.192,0.111351351,"0.000276202",0.276201868,NA,0.572938697683486,3.13,18.96
"46030","SCHUPBACH",370548,983414,"",".",".","1","RESSED","9.4","KS",3.4,"0.34",0.34,0.395081967,"0.000553402",0.553401891,35.4,2.42788682891563,0,18.37
"21028","BABB POND",411421,813919,"",".",".","5","RESSED","8.1","OH",0.114,"0.02",0.02,0.003031915,"7.2197E-05",0.072197034,8.1,3.02812419668358,61.15,0
"70043","FERN DEBRIS BASIN",341300,1181013,"",".",".","1","RESSED","11.1","CA",NA,"0.3",0.3,2.535798817,"0.004025556",4.025556144,NA,29.2793493852908,10.98,0
"74010","WILLARD BARNET POND",451143,1204135,"",".",".","5","RESSED","10.1","OR",1.04,"0.21",0.209,0.048543689,"0.000110616",0.110616227,14.2,1.15149011374255,0,26.02
"51049","EAST LATERALS OF TRINITY, SITE NO. 2",320559,955938,"",".",".","7","RESSED","8.3","TX",707.8,"19.8",18.69,1.685777778,"4.2956E-05",0.042955954,0.7,1.60386277115493,15.9,0.03
"16035","BIG REEDY FRS NO. 9",371822,862701,"",".",".","1","RESSED","8.3","KY",121.4,"6.76",6.69,NA,"",NA,NA,9.05675441502498,77.16,2.25
"21061","DILLON LAKE",395930,820458,"","03147500","05040006","7","RESSED","8.4","OH",1560,"742",690,107.6923077,"7.43307E-05",0.074330652,21,3.56491966527233,33.31,32.02
"32048","RALEIGH POND",393941,972854,"",".",".","1","RESSED","9.4","KS",14,"0.9",0.8,0.333333333,"0.000198436",0.198436293,7.3,1.72408241044656,8.41,38.37
"21045","ORCHARD PARK",424124,783912,"WGS84",".",".","5","RESSED","8.1","NY",22.9,"1.67",NA,0.373390558,"",NA,5,2.7995336150328,62.71,0
"16022","LAKE ASHLEY",382042,891045,"",".",".","1","RESSED","8.3","IL",18,"1.24",1.22,0.916030534,"0.000357588",0.357587614,15.5,0.973934436601155,21.42,54.71
"44012","SIX MILE CREEK NO. 23",352124,935859,"","07255100","11110202","1","RESSED","8.4","AR",155.33,"4.16",3.91,0.996666667,"0.000121396",0.121396321,2,0.630228156261744,7.25,0
"64008","MAESER RESERVOIR",402638,1093845,"",".",".","1","RESSED","10.1","UT",2,"0.65",0.65,0.154440154,"0.000113156",0.113156425,23.5,7.59839633446715,26.16,0
"32056","LOWER SALT FRD NO. 1",391417,975017,"",".",".","1","RESSED","9.4","KS",62.46,"3.16",3.06,1.765957447,"0.000274847",0.274847098,8.6,3.6505230195174,3.69,12.52
"22005","EAGLE CREEK",411251,842547,"",".",".","1","RESSED","8.2","OH",20.3,"5.23",5.2,1.4,"0.00012822",0.128220374,21,0.12032096010587,8.96,79.59
"32035","BRUNA POND",394926,965659,"",".",".","1","RESSED","9.4","KS",9.54,"1.2",1.16,0.589473684,"0.000242013",0.242013048,18.8,3.97566375052735,7.53,11.58
"19042","SHARON WOODS RESERVOIR",391657,842322,"","391657084232300","05090203","1","RESSED","8.2","OH",37.7,"4.88",4.82,8.3,"0.000820094",0.820093561,67.1,3.19950423298069,21.21,0.09
"45033","PAYER POND",381258,953514,"",".",".","1","RESSED","9.2","KS",10.55,"0.345",0.345,0.556410256,"0.000768083",0.768083401,16.1,0.761988940235269,7.18,48.46
"72028","MCGUIRE",392744,1234546,"",".",".","1","RESSED","7.1","CA",0.94,"0.084",0.083,0.017692308,"0.000101517",0.101516992,5.7,4.33473083464065,14.43,0
"23001","LITTLE BLACK, SITE A",453951,843226,"",".",".","1","RESSED","5.2","MI",26,"9.7",9.7,NA,"",NA,NA,0.418251761005629,12.53,0
"31049","POOL",393303,955143,"",".",".","1","RESSED","9.2","KS",3.6,"0.16",0.16,0.194845361,"0.000579966",0.579965868,16.5,3.0681178362635,25.25,1.04
"32044","LLOYD POND",395045,974724,"",".",".","1","RESSED","9.4","KS",5.07,"0.85",0.84,0.316578947,"0.000179488",0.179487865,19,2.52510777299649,2.18,52.59
"38004","W-9 (SMEENK)",445752,1031002,"",".",".","1","RESSED","9.3","SD",30.03,"1.27",1.27,NA,"",NA,NA,4.75605485555957,0.02,0
"56008","LOWREY DRAW, SITE NO. 13",303351,1003750,"",".",".","1","RESSED","9.4","TX",7.5,"1.07",1.02,0.02,"9.33818E-06",0.009338179,0.8,3.61628361466047,0.2,0
"70111","BLANCHARD DEBRIS BASIN",341510,1181615,"",".",".","1","RESSED","11.1","CA",NA,"0.5",0.5,1.245794393,"0.001186612",1.186611944,NA,15.7484519029918,3.64,0
"34002","Cherry Creek Lake",393904,1045117,"","06712990","10190003","1","RESSED","9.4","CO",597,"387",386,114.5454545,"0.000141326",0.141326272,58.5,3.54779706966789,7.41,0.25
"63020","EAST ST. LOUIS CREEK WEIR",395312,1055238,"",".",".","1","RESSED","6.2","CO",0.013,"3.1",3.1,0.0045375,"6.97087E-07",0.000697087,106.4,16.9826713292248,71.13,0
"60020","RIGGS",320753,1093441,"",".",".","1","RESSED","10.2","AZ",0.6,"0.6",0.6,0.032867133,"2.60881E-05",0.026088128,16.7,3.07383096996881,0,0
"99009","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 2",390313,794057,"",".",".","1","RESSED","8.4","WV",0.00852,"0.0598437",NA,0.001421612,"",NA,50.9,14.6225066526896,97.62,0
"70113","LIMEKILN DEBRIS BASIN",341538,1183328,"",".",".","1","RESSED","11.1","CA",NA,"3.69",3.69,6.857746479,"0.00088509",0.885089946,NA,13.9283419391537,1.03,0
"54004","LAKE KIRBY",322303,994346,"",".",".","7","RESSED","9.4","TX",740,"44",42.8,39.01515152,"0.000434132",0.434132078,16.1,1.99308881662816,16.89,7.93
"72036","CHESBRO",370656,1214139,"","11153480","18060002","1","RESSED","11.1","CA",275,"18.9",18.47,7.906976744,"0.000203881",0.203880605,8.8,18.7831689371476,61.78,0.11
"21067","HARMON CREEK SITE 14",402242,803233,"",".",".","1","RESSED","8.4","WV",18.4,"2.267",2.227,3.71,"0.000793389",0.793388755,61.5,9.18522320653251,61.09,0.08
"45002","WILSON RESERVOIR",360005,940807,"",".",".","1","RESSED","8.4","AR",28.8,"2.35",2.3,0.527835052,"0.000109296",0.109295615,5.6,7.51957032518948,87.09,0
"45028","FOSTER",371343,960921,"",".",".","1","RESSED","9.4","KS",16.4,"2.25",2.25,0.65,"0.000137582",0.137582497,12.1,2.91384051102116,19.96,0
"25013","SPRINGBROOK",414630,942758,"","05483462","07100007","1","RESSED","9.2","IA",14.4,"1.9",1.87,1.646788991,"0.0004194",0.419400261,34.9,2.93098456558438,11.37,69.94
"31061","EUGENE WAGNER STOCKWATER POND",392017,950909,"",".",".","1","RESSED","9.2","KS",5.7,"0.62",0.62,1.392899408,"0.001069942",1.069942435,74.5,3.22806208431352,13.14,13.67
"63025","CHOCTAW RETENTION RESERVOIR",390924,1082851,"",".",".","1","RESSED","10.1","CO",5.22,"1.12",1.11,1.26407767,"0.000542354",0.542354351,73.8,9.48090361795083,0.58,0
"51019","WOLF CREEK RESERVOIR",314625,954154,"",".",".","1","RESSED","8.3","TX",30,"2.55",2.5,1.161616162,"0.000221287",0.221286533,11.8,2.67377029942006,21,0
"27008","FRIEHEIT FARM POND",441723,922658,"",".",".","1","RESSED","8.1","MN",1.71,"0.269",0.268,0.146268657,"0.000259925",0.259925463,26.1,4.5454544215932,5.01,39.17
"19019","PINE LAKE",392303,824457,"","392303082445700","05060002","1","RESSED","8.4","OH",14,"2.42",2.4,0.916528926,"0.000181873",0.181872603,20,16.0293584464493,94.43,0
"35052","KENNETH SMITH POND",410551,995645,"",".",".","1","RESSED","9.4","NE",2.16,"0.49",0.49,0.040329218,"3.91973E-05",0.039197293,5.7,7.04037932618308,0,0
"70027","SANTA ANITA FLOOD CONTROL BASIN",341101,1180108,"",".",".","1","RESSED","11.1","CA",14.6,"10.8",10.8,39.14930556,"0.001726365",1.72636513,817.3,30.5915794266972,61.14,0
"45005","LAKE MCALESTER",350102,954814,"","350105095481101","11090204","7","RESSED","8.4","OK",1592,"30.7",28.2,40,"0.000675528",0.675527807,7.7,2.56513572969714,42.02,0
"21057","NORTH FORK COWANESQUE RIVER, PA-406",415941,773854,"",".",".","1","RESSED","5.3","PA",5.3,"3.4",3.34,0.165771812,"2.36372E-05",0.023637229,9.5,5.75030032535624,56.61,7.87
"46015","LAKE CARL BLACKWELL",360745,971132,"","360807097112401","11050003","7","RESSED","9.4","OK",3086.58,"75.35",70.53,183.902439,"0.001241784",1.241783696,18.2,2.38213092114959,18.15,4.32
"5003","BURNT MILLS",390151,770023,"WGS84",".",".","1","RESSED","8.3","MD",19.6,"27",26.97,11.02564103,"0.000194695",0.194695202,171.5,3.42221217515562,30.67,0.05
"52016","ESCONDIDO CREEK, SITE NO. 1 (Sandstone Creek SWS 9)",352937,993157,"","07322000","11130301","1","RESSED","9.4","TX",109.3,"3.01",2.83,2.003827751,"0.000337215",0.337214546,5.6,3.93004495040664,1.39,0
"16043","RED BUD LAKE",354058,881525,"","03594449","06040001","7","RESSED","8.3","TN",211,"2.77",2.44,NA,"",NA,NA,5.14276455788424,76.15,3.78
"66006","ENTERPRISE RESERVOIR",373111,1135142,"",".","15010008","1","RESSED","10.1","UT",1000,"25",23.4,14.33121019,"0.000291675",0.291675101,4.4,13.0778608259716,74.53,0
"20026","OSCEOLA LAKE",351752,822822,"",".",".","1","RESSED","8.4","NC",39.6,"4.45",4.39,2.018018018,"0.000218924",0.218923744,15.5,8.18303665203606,31.68,0
"50024","MILL CREEK SITE 17",342424,965027,"",".",".","1","RESSED","9.4","OK",66.25,"1.61",1.51,1.193191489,"0.000376327",0.376327147,5.5,1.59241252827392,18.85,0
"24019","WHITEHALL CITY RESERVOIR",392630,902236,"",".",".","1","RESSED","8.3","IL",34,"0.97",0.92,0.936479129,"0.000484778",0.484777688,8.4,2.85097453278754,47.23,15.84
"45017","NEOSHO COUNTY STATE LAKE (LAKE MCKINLEY)",372512,951150,"",".",".","1","RESSED","9.2","KS",86.74,"3.38",3.24,2.396694215,"0.00035229",0.352289716,8.4,1.2889375601869,7.57,5.37
"27012","FD-28 STRUCTURE EAST WILLOW CREEK WATERSHED",433529,920923,"",".",".","1","RESSED","8.1","MN",7.06,"0.436",0.433,0.209090909,"0.000229974",0.229974457,9,2.95955682106305,0.23,85.2
"24012","LAKE JACKSONVILLE",394015,901257,"",".",".","1","RESSED","8.2","IL",469,"10.8",10.1,14.15384615,"0.000667399",0.667398836,9.2,0.395334604759743,7.06,77.37
"35017","HOWARD MATTSON",415956,952642,"",".",".","1","RESSED","9.2","IA",2.27,"0.1",0.098,1.192222222,"0.0057938",5.793799806,160.1,5.58008810666778,3.64,71.73
"70089","BELL DEBRIS BASIN",341148,1183917,"",".",".","1","RESSED","11.1","CA",NA,"7",7,4.061538462,"0.000276328",0.27632799,NA,14.6332349839142,1.15,0
"99010","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 3",390314,794110,"",".",".","1","RESSED","8.4","WV",0.0103787,"0.1323437",NA,0.0029699,"",NA,87.2,14.6225066526896,97.62,0
"71034","TEAKETTLE RESERVOIR NO. 3",365738,1190139,"","11215800","18030010","1","RESSED","6.2","CA",0.046,"0.856",0.856,0.017563636,"9.77177E-06",0.009771765,116.4,13.2516967753896,96.73,0
"57019","SANTA CRUZ RIVER WATERSHED, SITE NO. 3 (RAMONES ARROYO)",360109,1055737,"",".",".","1","RESSED","10.1","NM",11.92,"1.17",1.16,10.5,"0.004310857",4.310857409,268.5,7.15886242915099,0,3.41
"71014","MCCARTY",380134,1204127,"",".",".","1","RESSED","11.1","CA",16.8,"0.35",0.32,0.094871795,"0.000141195",0.141195055,1.7,8.05388453096626,5.86,0
"99012","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 5",390309,794106,"",".",".","1","RESSED","8.4","WV",0.0105762,"0.140625",NA,0.002683316,"",NA,77.3,14.6225066526896,97.62,0
"32017","LOST CREEK D-1",390542,981117,"",".",".","1","RESSED","9.4","KS",29.97,"1.55",1,0.092951542,"4.42679E-05",0.044267903,0.9,2.95955682106305,1.04,33.71
"72019","ONION CREEK NO. 5",391700,1202048,"","11426120","18020128","1","RESSED","6.2","CA",0.0517,"0.39",0.39,0.042333333,"5.16952E-05",0.051695198,249.6,21.7470566813579,68.88,0
"60028","WILLIAMS-CHANDLER POND NO. 2",331704,1112252,"",".",".","1","RESSED","10.2","AZ",3.26,"0.65",0.65,0.066101695,"4.84319E-05",0.048431909,6.2,0.550022587046949,0,0
"37023","JOHNSON RESERVOIR",425020,1021659,"",".",".","1","RESSED","9.4","NE",4.39,"0.856",0.849,0.370192308,"0.00020766",0.207659617,25.7,2.3420920058311,2,0
"35020","MAX MILLER NO. 5",411139,952801,"",".",".","1","RESSED","9.2","IA",6.35,"0.233",0.228,1.144339623,"0.0023903",2.390300138,54.9,3.91863946828398,0.55,92.07
"99011","FERNOW EXPERIMENTAL FOREST WATERSHED NO. 4",390314,794113,"","03067100","05020004","1","RESSED","8.4","WV",0.0073,"0.1495312",NA,0.001268388,"",NA,53,14.6225066526896,97.62,0
"24018","WAVERLY CITY RESERVOIR",393557,900034,"",".",".","1","RESSED","8.2","IL",49,"9.24",9.16,5.087591241,"0.000264514",0.264514257,31.6,0.813545390928155,13.06,75.76
"51034","CLEAR CREEK WATERSHED, SITE NO. 21",332821,972411,"",".",".","1","RESSED","9.4","TX",38.8,"1.54",1.48,1.367836257,"0.000440154",0.440154092,10.7,2.83382806719907,14.45,1.79
"21066","CONEWANGO CREEK SITE 9A",422304,790657,"",".",".","1","RESSED","8.1","NY",59.5,"6",5.9,0.666666667,"5.38132E-05",0.053813232,3.4,3.49071718523268,45.75,14.23
"16","Canyon",295208,981154,"WGS84","8167700","12100201",".","Texas Water Board",".","TX",8309,"1432.0",1432,153.0833333,"5.09117E-05",0.051,5.6,4.773124999203,31.97,0.36
"4027","NEWTON-HOFFMAN SITE 1",421025,763954,"WGS84",".",".","1","RESSED","5.3","NY",38,"3.46",3.38,0.214285714,"3.01932E-05",0.030193181,1.7,6.98958226156701,56.08,0
"32036","BURGER POND",393655,975723,"",".",".","1","RESSED","9.4","KS",6.07,"0.59",0.57,0.657058824,"0.000548987",0.5489866,33,2.85097453278754,0.97,34.78
"66012","MILL CANYON RETARDING STRUCTURE",384500,1115836,"","10204200","16030003","1","RESSED","6.2","UT",16.42,"18.92",13.72,2.163157895,"7.50873E-05",0.075087295,40.2,11.0618048674583,53.51,0
"5018","MOUNTAIN RUN, SITE 11",382844,780400,"WGS84",".",".","7","RESSED","8.3","VA",155,"5.86",5.62,0.889915966,"7.54128E-05",0.075412794,1.7,3.7589304635398,42.89,0
"56009","DIABLO ARROYO, SITE NO. 1",312016,1054248,"",".",".","7","RESSED","10.2","TX",246.2,"29.89",29.51,15.17566372,"0.000244912",0.244912433,18.8,6.22068156565129,0.01,0.01
"51008","WHITE ROCK LAKE",324855,964328,"",".",".","7","RESSED","9.4","TX",1150,"99.1",97.14,111,"0.000544198",0.544198359,29.4,1.12285350804863,2.36,1.26
"16034","CANEY CREEK MPS NO. 2",372618,862752,"",".",".","1","RESSED","8.3","KY",130.8,"5.77",5.65,NA,"",NA,NA,5.08592408932061,58.41,6.22
"30018","JOHN MCWILLIAMS",473118,955554,"",".",".","1","RESSED","8.1","MN",10.21,"1.48",1.46,0.034140625,"1.11366E-05",0.011136557,1,0.733345929051463,1.94,87.6
"21003","CHARLES MILL RESERVOIR",404426,822146,"","03129500","05040002","7","RESSED","8.1","OH",6050,"215",206,75.91397849,"0.000175504",0.175503944,3.8,1.90724469127329,22.3,49.59
"39001","FREDERICK STOCK DAM",462754,1011838,"",".",".","1","RESSED","9.3","ND",0.49,"1.17",1.17,0.0092891,"3.78112E-06",0.003781117,5.8,3.27946216138491,0,17.65
"15019","R.X. WILLIAMS",341619,893518,".",".",".","5","RESSED","8.3","MS",1.84,"0.0239",0.021,0.431111111,"0.009776925",9.77692468,71.4,3.75322547365742,39.08,6.89
"18012","ROUGH RIVER RESERVOIR",373710,863000,"","03318005","05110004","7","RESSED","8.3","KY",10523,"454",437.56,340.625,"0.000370742",0.370741544,9.9,5.4154556228431,47.42,11.49
"36008","NEPPER SOUTHWEST",420806,954836,"",".",".","1","RESSED","9.2","IA",2.54,"0.075",0.069,0.153513514,"0.001059571",1.059570526,18.4,3.83308849905768,0,77.3
"71038","ROY ALEXANDER",364311,1213527,"",".",".","1","RESSED","11.1","CA",1.69,"0.205",0.203,0.018939394,"4.44327E-05",0.044432668,3.4,5.25073339981091,0,4.3
"94","Waxahachie",322016,964813,"WGS84","8063600","12030109",".","Texas Water Board",".","TX",656,"30.0",30,38.43636364,"0.000610174",0.61,17.9,1.44927405250184,12.47,17.05
"35012","EMMA LA FRONTZ",415949,951632,"",".",".","1","RESSED","9.2","IA",2.07,"0.155",0.152,0.528828829,"0.001656929",1.656928937,77.9,4.15238840416855,2.86,82.62
"46054","FOX",371740,994207,"",".",".","1","RESSED","9.4","KS",2,"2.18",2.17,0.223140496,"4.89724E-05",0.048972357,34,5.73328363550675,0.03,0.98
"31015","ALLERTON",404305,932407,"",".",".","1","RESSED","9.2","IA",102,"4.98",4.82,4.166666667,"0.000411694",0.411693555,12.5,1.60386277115493,7.14,65.09
"63","Mexia",313839,963446,"WGS84","8110300","12070103",".","Texas Water Board",".","TX",1009,"196.0",196,113.0425532,"0.000274674",0.275,34.1,0.727617282368052,11.34,5.93
"24046","RACCOON LAKE",383244,890631,"",".",".","7","RESSED","8.3","IL",707.06,"48.4",47.3,21.77345679,"0.000219229",0.219229297,9.4,0.899469839772219,27,43.02
"46038","HOOP",372450,1002126,"",".",".","1","RESSED","9.4","KS",0.75,"1.07",0.9,0.047058824,"2.49018E-05",0.024901809,19.1,0.492731556576771,0.32,80.14
"72016","ONION CREEK NO. 1",391629,1202203,"","18020128","18020128","1","RESSED","6.2","CA",0.0682,"0.19",0.19,0.0107,"2.68202E-05",0.026820232,47.8,15.2909885456158,79.91,0
"32016","DAUGHERTY",385819,983725,"",".",".","1","RESSED","9.4","KS",3.72,"0.97",0.96,0.8,"0.000396873",0.396872587,65.5,4.7901942935749,0,12.47
"16039","DOGWOOD LAKE",354148,881407,"","03594473","06040001","7","RESSED","8.3","TN",446,"5.04",4.34,NA,"",NA,NA,4.69345711083846,75.95,2.22
"49012","WISTER LAKE",345615,944307,"","07248000","11110105","7","RESSED","8.4","OK",23069,"993",957,49.11894273,"2.44438E-05",0.024443839,0.6,6.34522254574886,71.91,0
"100001","Upper Gila Valley Site 1",325801,1083350,"",".",".","1","RESSED",".","NM",10,"1.09",1.07,0.674220963,"0.00030009",0.300089515,20.6,5.21664197920187,0,0.6
"31007","LYON COUNTY STATE LAKE (READING LAKE)",383254,960336,"",".",".","1","RESSED","9.2","KS",135,"2.19",1.79,4.756097561,"0.001265407",1.265406531,10.7,1.77560052655727,12.16,7.29
"63028","IW-1, INDIAN CREEK WASH WATERSHED",390743,1083025,"",".",".","1","RESSED","10.1","CO",90,"6.31",2.3,1.967032967,"0.000407302",0.407301632,6.7,8.07073516147857,1.22,0.03
"31050","RICHTER",393323,954106,"",".",".","1","RESSED","9.2","KS",9.14,"0.28",0.27,0.394594595,"0.000696017",0.696016789,13.2,1.94158339093725,11.55,29.75
"21010","LEESVILLE",402757,811129,"","03120000","05040001","7","RESSED","8.4","OH",1470,"48",45.7,3.178125,"3.31198E-05",0.033119756,0.7,7.90778727371986,61.16,2.46
"31033","SABETHA LAKE",395432,955414,"",".",".","7","RESSED","9.2","KS",137.99,"9.17",8.99,33.34693878,"0.001766561",1.76656096,73.7,2.31921159549983,3.42,63.68
"5021","SOUTH RIVER, SITE 3",375921,790901,"WGS84","01625700","02070005","1","RESSED","8.4","VA",48,"3.12",3.05,0.321428571,"5.019E-05",0.050189976,2,3.42792130287828,12.58,4.82
"42001","BAKER LAKE",462200,1041627,"",".",".","1","RESSED","9.3","MT",122,"5.2",5.01,8.376205788,"0.000796236",0.796236278,20.9,1.22021559274482,0.08,5.85
"66005","SKUTUMPAH RESERVOIR",385620,1112924,"",".",".","1","RESSED","6.2","UT",48,"10",9.92,5,"0.000240044",0.240043903,31.8,13.7879192247467,67.49,0
"11004","POTATO CREEK WATERSHED, SITE NO. 56",331017,841716,"WGS84",".",".","1","RESSED","8.3","GA",128.5,"6.48",6.28,2,"0.000151671",0.151671052,4.7,2.25056595281884,42.88,0.09
"11002","SKY LAKE",344308,833942,"WGS84",".",".","1","RESSED","8.3","GA",176.6,"2.34",2.31,1.352750809,"0.000278893",0.278893357,2.3,11.5026243854684,73.92,0
"11003","SAUTEE CREEK, SITE NO. 13",344224,834022,"WGS84",".",".","1","RESSED","8.3","GA",41.4,"2.9",2.8,10.87272727,"0.001849323",1.849323171,80,10.8851020354312,78.47,0
"74","Pat Celb",321721,972450,"WGS84","8091900","12060202",".","Texas Water Board",".","TX",1568,"100.0",100,NA,"",NA,NA,1.19158039191287,0.55,6.44
"52007","BAKER LAKE",291606,983825,"",".",".","1","RESSED","9.4","TX",46.4,"3.17",3.1,4.6,"0.000706689",0.706689251,30.2,0.584396684718667,2.32,24.86
"60026","FOOTE WASH POND NO. 4",324656,1093900,"",".",".","1","RESSED","10.2","AZ",2.834,"0.33",0.33,0.041195652,"5.94525E-05",0.059452455,4.4,0.767717497224059,0,0
"53038","MAIN RESERVOIR DEEP CREEK SITE 5",312008,990716,"",".",".","1","RESSED","9.4","TX",119.1,"2.91",2.72,3.924050633,"0.000687065",0.68706535,10,2.28488959454142,15.96,1.26
"15029","ANDREW SMITH POND",344006,893138,"",".",".","1","RESSED","8.3","MS",10.03,"0.327",0.3,0.75520362,"0.001198878",1.198878457,22.9,3.17094479019275,65.74,2.87
"31035","SHIRLEY POND",390817,953329,"",".",".","2","RESSED","9.2","KS",2.85,"0.18",0.18,0.102259887,"0.000270561",0.270560973,10.9,3.05097806918009,18.92,0
"71044","CACHUMA",343457,1195846,"","11125500","18060010","7","RESSED","11.1","CA",3092,"417",196,739.3646409,"0.001796532",1.796531986,72.9,22.4993367288702,42.93,0.03
"19045","HILLSBORO RESERVOIR",391445,833560,"","391446083360000","05060003","1","RESSED","8.2","OH",24.2,"0.73",0.69,0.937362637,"0.00064698",0.64698006,11.8,2.50223354493496,31.27,30.49
